document,label
이러다가 홍콩꼴 될지도 모른다. 자신들이 선출한 권력에 의해서 자유를 박탈당한 홍콩.,1
분명히 안철수도 정상은 아닌데 문재인은 사람^ㅐ끼가 아닌게 문제지,1
"마이동풍! 삶은 소대가리가에 귀청 터져라 해봐야 뭘알겠수? 안선생. 그러개 정치시작할때 우냐 좌냐 확실한 스탯을 보이고 시작했어야죠, 중도란 표때문에 이도저도 아닌 눈치보기로 정치입문 했으니 비싼 수업료내고 사신거외다. 이제는 확실히 노선 정하고 마지막기회 잘 해보슈.",1
공감 합니다 국민보다 북이 먼져~~~~,1
철수오빠 정신좀 차려서울시장을 만든분이 사리판단을 좀하시오아직도 국민의 눈높이를 못맞추시네,1
간첩문재인 종북민주당 경애하는 김정은동지품에 살게 보내버리자,1
나는 우리나라가 이렇게나 탄탄하고 잘사는나란줄 이번정권들어 처음 알았다. 3년7개월동안 나라를 이렇게나 개판으로 만들어났는데도 아직 버티는거보면 참 대단한 나라라는걸 느낀다. 하지만 정말 다음에 정권교체 못하면 대한민국 침몰할수도 있다.,1
안철수 너는 정말 안되겠다. 대통령이 당연히 국민이 먼저지 북한이 먼저겠냐? 말이 되는 소리를 해라. 억지도 정도것 부려야지. 아무리 돌머리라도 니말에 공감사겠냐ᆢ,1
저게 대통령하려던자의 의식이라니 ㅉㅉ,1
"화가 날망정 분통까지 터질 정도라니, 너무 오버....",1
괜찮습니다정권 반드시 교체해서 문재인.김연철.송영무.정경두.이인영. 교도소로 쳐보내면 됩니다 법조계에서 지금 단디 벼르고 있을겁니다~~~~~////~~~~~///////,1
안뛸수 답답하다,1
철수행님 정치적 의지나 신념은 알겠는데 세상에 안되는 일도 있습니다 철수,1
다음포털 댓글판은 북한인민들이 점령한듯..자국민 죽었는데 죽인놈을 편들고 찬양하는 댓글이 넘쳐나더라.따봉부대가 좌표찍고 몰려들어서 그런지 먹통이되기도 함.,1
찰스 김종인에게도 인정 못받고 어쩌냐,1
철수형ㄸㅐ메 내가분통터져,1
안철수가 함량미달인 이유. 대안도 없고 전략도 없이 무조건 비방만 한다. 최애곡도 박상철 의 무조건 이겟지?,1
예는 아직도 정치한다고 나오네 그냥 마라톤으로 미국가라,1
쳘수는 좀 다를까봐?그밥에 그나물이야.,1
Tv조선 인생다큐 마이 웨이에도 출연 했더라구,1
.. 그냥 민주당에 있었으면 좋앟을걸.,1
박원순 문재인을 자리에 앉힌 사람이 할 말은 아니지 어리석으면 나라가 망한다 본인부터 현명해져라 이제와서 속았다고 분통이 터진다고 우리도 너한테 속았다,1
안어벙이가 대통령을 모함하면 대통령 깜냥이 안된다~ 아직도 모르겠냐?,1
"국민의힘, 안철수, 홍준표, 유승민 기타 등등 비평은 기가 막히게 잘 하는데... 구체적으로 어떻게 하자는 내용이 없음. 정책 대안이 없으니 공개 토론도 안나오는 듯ㅎㅎ",1
"문재인 경제 다 망쳐놓고, 오로지 북한.... 국민이 피격당하고 시신까지 불에 태운 북한 칭송...... 국민들은 통일 같은거 원하지 않습니다.",1
아닥하고 마라톤이나 뛰어랏!!!,1
문죄인의 국민은 북한 주민. 정은이도 인민을 생각하며 눈물을 보이는데 죄인이는 국민을 위해 한번이라도 눈물이 아니라 진정으로 고민한 적이라도 있는지,1
뭘 분통이 터져? 북한사람이 북한을 우선시하는건 당연한거 아니냐? 아직까지 문씨국적이 어딘지 해깔리니?,1
"응, 너는 정치보다 치료 먼저. 입은 아닥 플리즈~",1
동감한다 철수야 근데 넌 왜 저 정신병자한테 양보한거냐? 왜 그땐 저 영감의 정신상태를 못알아봤냐고? 니 죄가 크다 철수야,1
뭐가 그리 분통 터지노 국민에게도 북한에도 대응 잘하는데 뭐가 문제노 청개구리 심포다,1
안철수도 그런말 하는게 아니다 빨갱이 문재인같은 괴물을 만들어준게 자신이니까.,1
개 토착왜구 모자른 것들 그렇게 생각하겠지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 참 한심하다,1
이 인간이 사드배치 반대하고 김대중 정신 계승하겠다고 나팔불고 다녔었지. 그러다 호남표 떨어지니 김대중 정신 계승은 개뿔이고.,1
정치하겠다는 놈이 이정도로 분통터지면 뻑하면 전쟁하겠네. 큰 정치를 하려면 맘 다스리는 법을 먼저 배우거라 철수야! 국가 지도자가 뻑하면 분통터지면 국민을 상대로 보복 정치를 하게된다.,1
분통터진 늠이 아직 멀쩡하군,0
ㅋㅋㅋㅋ 이제 좀 알겠나 지난번에 뭐라그랬지?? '요즘세상에 간첩이 어디있습니까??' 지금 언론 행정 사법 입법 어디 한구석도 빨간색이 아닌곳이 없다. 언론은 민노총 행정은 뭉가 사법은 애미추 입법은 더듬어만지자성범죄당,1
문재인은 김정은이 빨 궁리만 하지 말고 안철수대표의 물음에 답하라.,1
적성에 안맞는 정치하느라 정계의 영구가 된 철수가 입은 달렸다고 매일 떠들어 대는구나,1
개돼지들이 망각을 많이 하는데 2012 대선에 왜 쩝쩝이 한테 양보해서 이꼴이 나게 하냐고 그러는데 빨갱이들의 사상을 잘 몰라서 그래 그때 찰스하고 쩝쩝이 단일화 안한다고 대깨문 하나가 자살했잖냐 꼴에 민주화 들먹이면서 자살했는데 그게 찰스한테는 엄청난 압박으로 다가온거지 쩝쩝이 일당은 목적을 위해서는 수단방법 절대 안가린다,1
세모씨~~~ 당신이 한번 해바라~~~~~~~~~~~~그게 쉬울꺼 같냐????막상 시켜보면 아무것도 할수 없을꺼다~~~~나라 전체를 보고 떠들어라 ㅋ,1
철수야~정치권에서 철수하심이~~,1
이 사람은 왜자꾸 취재를 하는 거지? ㅋㅋ 이제 약빨도 다 떨어졌는데 ㅋㅋㅋ 초딩철수,1
달님은 영창으로가 구호가 아닌 현실이 되어야 하는 가장 직접적인 이유....실핏줄 같은 거도 이 사건으로 날려버린 달....국민을 사살하는걸 구경만 국가가 국가존엄 모독.......아나 떡이다...달님의 영창으로가 국가 존엄 모독이라면 국민의 생명을 방치한 국가를 상대로 이번엔 국민이 소송을 해야 할 때...,1
철수야 초등학교 좀 다시 다녀와라~,0
"문통은 북한애가 극심하고 본인의 생각이 왜 국민들이 엄청난 침해를 당해야 하는지 모르겠다, 탈원전으로 수조원 가량 날려먹고. 그외 무능한 관료 인사로 여러 정책 내어 말아먹고. 안되면 수정하든가, 물어보든가, 완전 현장을 모르고 친여시민단체 혹은 캠코드 인사하니 망한 정권의 인사를 재탕해 쓰니 뭐, 배신은 안해도 무능한것은 불변, 친문 국개는 거수기로 전락,공산당화 되어 왕짜증난다,",1
"운동권 출신들에 놀아나는 꼭두각시 문재인, 북한에 무슨 꼬투리가 잡혔는지 하는 짓은 북한 앞잡이 딱 그 수준, 대통령이야 아님 북한 따까리냐",1
가! 좀.제발~미통당으로 가든 미쿡으로 가든~~.,1
근시안적인 너의 수준이 정치 수준이다북한이 좋아서 그렇다고 생각사겠지 남북이 경협했을때 큰 그림을 보지못하니 넌 그자리 이상 가면 안돼,1
지지합니다.,0
어머니와 외가쪽 모두 북한 사람이라서 북한 좋아하는건 알겠는데 해도 너무하잖아. 북한은 우리의 주적이야. 예전에 토론할때 유승민이 문재인한테 북한이 우리의 주적 맞냐 안맞냐 물으니 머리 열심히 굴리면서도 동공지진 왔던거 생각하면 웃음밖에 안나. 뼛속까지 빨갱이인거 알고 대놓고 물어보니 당황해 하던거.,1
"----------------------- 안철수가 대통령되라. 문재인이는 "" 주식양도세 3억 대주주 "" .. 이거 안된다. 1,000만 주식 개미들이 절대 ..................... 이낙연이 안 뽑는다. 문재인 라인들은 절대 안뽑는다. 주식양도세 폐지하는 대통령 뽑을거다.",1
이래서 배운사람이 아니 최소한의 지식이 있는 사람이 수장이 되야합니다 무지랭이가 할줄아는게 없으니 나라꼬라지가 이모양 이꼴이죠,1
"국민의힘이 당명을 바꾸고 얼마 안되 짖중권과 안철수가 연합하는 거 보니, 국민의힘과 국민의당 당명도 비슷하고 뭔가 꼼수가 보이네.. 안철수가 저런 사람 아닌데 급전환 된거 보니 합당의 의심이 들어... 쯧쯧... 만약 합치는 순간 안철수는 정말 많은 것을 잃을 텐데... 한때 존경했던 사람인데.... 어찌하나...",1
대한민국이 이렇게된데는 안철수님대표도 한몫했다고 생각 함니다 처음에 대통령 나와서 문재인이랑 둘이가 들어가서 먼말씀을 했는지 모러지만 일단 문재인 한테 대통령 양보해서 이렇게 된거 아니에요 처음부터 안절수 대표도 나도끝까지 대통령 나간다 이렇게같이나왔어면 지금대통령누가 하고있는지 모름니다 안철수대표가하던 아니면 지금 국민당에서 누가하던 일단은 문재인이 한테 대통령 이 넘어가진안았다고 생각함니다 ~~,1
130여곳의 선거구에서 선거무효소송이 진행 중인데 추석연휴에 선관위가 서버 이전을 강행했다. 재판이 끝나고 이전해도 되는데 하필 추석연휴 새벽에 서버를 이전했다. 4.15 총선 재검표가 4개월이 지나도록 이루어지지 않고 있다. 과거 재검표는 늦어도 3개월안에 마쳤다. 선거에 의혹이 있으면 재검표를 해서 의혹을 해소하도록 법에 규정되어 있음에도 불구하고 아직까지 재검표 결정을 하지 않고 있다. [파이낸스투데이 기사] http://www.fntoday.co.kr/news/articleView.html?idxno=234135,1
안철수 너라면 어떻게 할건데대안을 내놓고 씹던지 툭하면씹어요 유치원애들도 안하는것을부끄러운줄 알아라,1
니가 지지율이 왜 그모양이지?,1
벌레는 유익한 벌레도 있지만 달벌레는 문생충 조생충 추생충 향생충 경생충 전부다 해악한 해충입니다...보이는대로 밟아 직이야 합니다,1
이번 정권은 다를줄알았는데 .. .. 더하네...진짜 최악을 있는대로 다 보여주려고하네...,1
이제 그만 철수하지우린 철수를 버럿어 ㅋ호남에서,1
수년전부터 분통터졋다오 시장양보 대선양보 철수씨 감각적으로 꿈뜨고 늦어요,1
분합니딘,1
아직 세금을 더 맞아봐야 정신차리지~~문빠들아~~,1
이명박아바타라고 뒤집어 씌우더니 지는 김정은아바타였네,1
개정일의 대변인 아직도 의심하고 있는가,0
엄지척입니다,0
"이정부 한것이 뭐가 있어? 북한에 용을 써봤자 , 헛 수고, 국민은 안중에도 없자나?",1
철수 너도 확실히 보수노선으로 갔어?~ 김종인한데 속았어~쯧쯧 ~,1
"정은이 먼저, 내자식 먼저, 더불당 먼저... 국민은 세금으로 피빨아먹고",1
이번 정권은 다를줄 알았다. 근데 똑같다. 이제 철수가 나서서 바꿔줘라.,1
북한편 문제인 국민편 안철수. 대한민국 국민들이여 이제 쇼에 가짜에 속지말고 진짜를 보자!! 대한민국 국민이 억울하게 총살에 화형당했는데도 열병식 통생중계 하는 대한민국이 정상적인건가???,1
정부가 불리하면 토론회 안한다... 정부는 무엇을 했느냐? 답변에 일단 지켜보자? 3인칭 대화법이냐? 너 한테 물었어..,1
서울시장부터 다시시작해서 정치기반이나 다져서 대선도전하시길,1
"맞는 말인데 철수형은 정치는 좀 아니었어,,, 그냥 지원사격만 계속 해줘",1
"전 외국인 관료왈: 대한민국에 태어나지 않아 참 다행이다,문할배를 대통령전에 대화를 했는데 머리속에 북한 밖에 없다더라. 안철수 왈: 고마움도 모르는 인간, (대선양보에 지원유세까지해줬는데).,그리고 국민들이 보는 문통은 분롱 터짐, 무능,무사과, 무책임, 남탓, 이런게 만지당에 만연, 불법을 저질러도 무사과 ,니들도 했잖아,사회주의자 조국의 개변으로 온 만지당원들이 물들음, 현정권은 일단, 문통과 조국이 망치고, 운동권들의 작전\으로 만들어지고 운영되어왔다, 이번 돈관련 게이트에서 썪은 것들은 없어져야 한다,",1
국민보다 북이 먼저. 그다음 자기식구가 제일 먼저 국민들은. 그저. 궐력의충신들로 만들뿐,1
남 까지나말고 넌 어떻게 할껀지 애기나 들어보자,1
여기서부터는 달벌레 스톱이다............절취선...........,1
철새가 어찌 봉황의 생각을 이해 하겠냐 만.........ㅋ 주제 파악 좀 하시고....... 분통 터지면 본인만 손해.,1
안철수 보면 계단에서 도망가는거 자꾸 생각나서 정이안감. 저런 모지리가 무슨 대권을 본다고.. 에혀..,1
나는 니가 나대는게 더 분통터져 으이구,1
김문수에게 조차 발렸으면 이제 은퇴해라.....아니면 논객으로 가던가.....사람들은 당신을 원하지 않소....,1
이재명이보다 더 사이다네. 내가 하고 싶은 말을 속시원히 해주었다. 담대선에선 당신을 찍을수 밖에 없을것 같다. 솔직히 당신도 별로 맘에 들진 않지만 그렇다고 사기꾼 이재명을 찍을것인가 능구렁이 이낙연을 찍을것인가? 그래도 당신은 순수한 맛은 있자나. 요즘 정치에 염증을 느껴 아이같은 순수함으로 돌아가고 싶다.,1
철수야 이제야 정신 차렸냐.이제 철수도 국어책에서 나와서 청화대로 들어가자.문가 꼭 콩밥.영양밥 먹이는거 잊지말고.죄값은 크게 꾸짓고,1
처음부터~~그랬었지,1
역대 이런 문재인같은 쓰레기 대통령은처음이라 나도 당황스럽다.대가리를 분해해서 안에 뭐가 들었는지진심 보고싶다.,1
그래 가지고 무슨 정치 한다고! 좀 크고 넓게 생각ㅈ하시길.,1
"문재인은 종전선언, 유시민은 명예군주, 김정은은 ICBM, 안철수는 문통분통, 선거는 드루킹이, 남편은 요트사라, 조국딸은 부모찬스, 서일병은 엄마찬스, 안풀리면 검찰개혁. 광화문은 재인산성, 나라꼴은 좌파독재.",1
개소리하고 자빠졌네. 니가 잘하는 달리기나 계속해라 . 정치권 기웃거리지 말고.,1
머라니 마니늘엇네ㅐ 생트집,1
안철수가 야당중심대표면 문재인 정말 난감할듯. 또박또박 물어오고 열라 순수한 청년하나가 대통령님! 왜구러셔요? 하면서 계속 추궁해오면 이거 정말 험악한 야당의원 100명보다 더 무서울듯 ^^,1
지금 문재인 심정은 안철수를 고사포로 공개처형 하고 싶을거야,1
국민들 코로나로 꼼짝달싹 못 하게 묶어 놓고 이제는 대놓고 북한 신봉질,0
찰스형~~~형도 맛탱이가 갔구나....,1
"안철수님 무료백신공급도 훌륭하셨고, 국민을 위하는 마음 항상 응원합니다",1
철수야 나는 네넘이 어떤 생각을 하는지 모르겠어....어떤때는 안순이같고....... 어떤때는 철순이 같고..... 어떤때는 곰돌이 같고..... 어떤때는 얼빠진 졸부같고.......... 어떤때는 애숭이같고..... 어떤때는 골빈사람같고....대체 네넘은 누구냐....,1
오죽하면 유앤에 진실 규명을 요구하겠나. 이건 국민이 의지할 곳이 없는 무정부상태나 마찬가지 아니겠나. 안철수대표의 발언이 국민 대다수의 마음이다.,1
야 너 대중이의 햇볕 정책 지지한다고 하지 않았냐?? 너는 끝까지 문재인 대통령님의 평화 정책 지지해야지?? 이제와서 배신하는거냐?? 이 나쁜 놈아!,1
파발마,1
안철수 왜 저렇게 변했지?,0
철수야. 대안은 없는거니 ?? 선거철 슬슬 다가오니 몸이 근질근질하지 ?? 뇌는 비어가지고,0
철수형 대통령 가자!!!!!!!,0
문재인은 나라가 안정되고 경제가 발전하고 국민들이 여유 넘치고 국력이 쌔져서 작은 흠집으로는 스크래치도 안날때. 그때 그래 한번 하고싶은대로 해보세요 라는 생각을 할수 있을때에 어울리는 대통령이다. 지금같은 상황에선 절대 대통령을 해선 안되는 인물이지.,1
첳수씨 요즘시대 토착간첩 많은거 이제 알았지,1
서울시장 양보만 안했어도,0
요즘 시대에 공산당이 어딨냐고?,0
미스안 좀 빠지지 나도 한때는 그대 광펜 이었지 근뎌 토론 하는것 보고 무지 실망!,1
제발 이번에 국민짐당 대표로 대선 출마해라 그러면 다음 대선에 아무나 출마해도 앞도적 승리가 예상된다,1
민족 민족해쌓는데 살인강도 강갓범도 우리 민족이다. 민족이 중요한 것이 아니고 사람 대접을 받을 자격이 있느냐가 문제인거다. 북한같은 학살과 사람을 동물대하는 집단은 우리민족이지만 그에 합당한 대우를 해줘야 한다. 북한 주민이 아니라 김정은 김정일을 돕는 건 살인강도와 똑같은 범죄다. 법적인 기준이 없어서 그렇지 북한 지도자들을 돕는 건 큰 죄악이다.,1
북한에게 죽은 것은 일주일만에 묻힐거라고 했잖어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ예상을 빗나가지않네,1
문통은 말로 해서 듣는 인간이 아님!자신의 대역죄를 알기에 돌아올수 없는 길로만 가야될 운명임. 내쫓는것만이 유일한 해법임. 안내쫓으면 국가시스템을 모두 자신의 성역으로 만들어 놓을 것임!,1
문가 여적죄로 체포된다. 박근혜대통령 청와대로 복귀한다,1
"칠칠이 찰수, 네가티브 말고는 존재감 제로. 그 짓은 이미 탈락된 자한당 국개들이 하던 짓.",1
사람(북한)이 먼저다 - 문재인,1
배웠다는 양반이 너도 자꾸 헛소리만 해대서 분통 터져죽겠다~ 정신 차려라~,1
찰스야 난 너만보면 분통터져 제발 꺼져줄래,1
철수야~~니가 이러면 안되지!!!ㅉㅉ,1
문어벙이가족이 원래 북한서 월남한 이북사람들이잖아...인간은 겉이야 바뀌는 것 같지만 속은 원래 안바뀌는 법...멋모르고 뽑아 놓은 국민들이 멍청이고...아몰랑 단체로 지지하는 즐라도 것들이 문제지...,1
뭘 그러십니까? 새삼스럽게. 어제 오늘 일도 아닌데?,0
난 문대통령님이 코로나위기속에서 고군분투하시는게 안쓰럽던데...원래 흉년엔 민심이 훈훈하고 풍년엔 민심이좋고 그런것처럼 코로나때문에 전세계가 위기니뭐...,1
무조건 미워 재인이가 그치? 이래야 기사한줄이라도 올라가지. 존재감도 올리고. 난! 너가 미워 하는 꼴이,1
박근혜가 한심한 수준이었다면 문재인은 멍청한 지경이다!,0
국민의힘 갔어 시장하시고 대통령 출마하세요 한표 찍어 드리겠습니다,1
"안철수도 옳고 문재인도 옳다. 이런역할 하는 사람, 저런역할 하는 사람 둘다 필요하다! 그러니 그나마 전쟁이 안 일어나고 있겠지. 그 균형이 깨지는 순간 나라개판 되는거지",1
"문재인이 방송사, 언론을 통해서 북한 공산주의 사상주입으로 국민들을 쇄뇌 시키려 드는게 눈에 훤히 보이는 대목 이구나~~~~~~~",1
정권유지 잘하는 정부비난 말고 본인은 머할건지나 고민하세요. 지지율 50%는 대성공 아녜요?국민이 잘한다는데..,1
철수야 아직도 철수 안했니? 무능하고 무식한 니가 문 재인 대통령님의 고귀한 정치 철학을 이해나 하겠니?? 니는 깜도 안된다. 분통은 내가 터진다 너 땜시~!!!!!!!!!!!!!! 니 꼬라지를 알라고 테스 형님이 말 했다 너에게~!!,1
마이크 앞에서 떠들지말고 광화문이나 청 앞에서 1인 시위라도 하세요. 진정성 느껴집니까?,1
북한이 먼저다,0
안철수씨 북한은 우리 민족인가요? 아닌가요?민족적 차원의 큰 그림을 갖으세요.아직도 북풍놀이 하고있으니 한숨만 나오네요한 나라의 큰 꿈을 꾸신다면 항상 대승적 차원에세 생각하시길...,1
철수형!! 좀더 싸움닭이 되시길~~ 그래서 호랑이가 되시길~~ 문빠충들 댓글은 보지마시고~~ 나라가 걱정이다. 문빠들 때문에. 문정부야 포기했고,1
여론 통제하려고 정부 비난할만한 기사는 모두 최신순만 있네. 어찌 점점 늘어가는거같다.,1
"문재인은 종전선언, 유시민은 명예군주, 김정은은 ICBM, 국민들은 총살화형, 안철수는 분통터져, 남편은 요트사러, 마누라는 가짜직인",1
철수야 뭉가고향이 북칸이니 네가 이해해라 ㅋㅋㅋㅋㅋ,1
맞는말인데 댓글 수준이 왜 이러는지..,1
문재인은 국민앞에 나서라 ........................................진심 문재인의 정신건강이 어떤지 보고 싶다.,1
"안씨보단 그래도 문씨가 일 더 잘하지,,,,,,ㅋ그냥 안랩이나 키우지 뭐하라 정치판억 들어와서 욕먹고 있는지;;",1
대미 정책이나 정책 일관성 면어서 안철수 보다는 김정은이가 나아보인다.,1
역시 안철수의 한마디 울림이 있네.. 재인산성뒤 무리들 총동원령이 내려져 안철수 깍아내리려 난리법석이네.. 과거 드로킹 조작사건으로 제일 피해를 입었건만 또다시 작업하는 느낌.. 대단혀.. 세상에 존재했던 독재를 다시 일으켜 세우려고 한다는 의심이 왜이렇게 들까?? 민주주의는 독재와 같은것인가?? 하여간 여지껏 보지못한 새로운 길이네..열심히 화이팅해서 일부 독재적 사고 방식에 동조하시다가 파멸의 길로 접어든다는 사실 잊지말고...,1
문대통령은 확실히 말해야한다. 우리 국민과 북한중에 도대체 어느쪽을 위한 대통령인지를..작금의 행태를 보면 이건북한 대통령으로 보인다.,1
문통보니 분통터짐?,1
지지율3프로인데 댓글은 90프로가 지지하네??알바생쓰느라 고생한다,1
문재인은 김정은 비서실장이라서 어쩔 수 없어요. 이해하세요.,0
휴우 문정권 이미 포기했어요. 코로나 끝나면 떠남.,1
문재인 좀 어떻게 해봐라..협동농장으로 출근하는 날 올 지 모른다. 야당은 뭐 하냐.,1
안철수가 대통령했으면 좋겠습니다,0
"우리문통처럼 국민을 먼저생각하고 나라를 걱정하는 사람이 있엇더냐..국민을 노예로 보고 방산비리, 자원외교비리에 검찰비리 대기업비리까지..온갖비리를 창조한 지도자들이 많았는데..역대급4년차대통령중 지지율이 50%로가 있다더냐.. 국민이 안다는거지. 발악하는 저급한것들이 생긴거보면 염원인 통일이 멀지않았군. 통일 자즈아",1
내맘도..저맘이다.같은생각!!!!!!!,1
이발했네? 쫌 낫다. 그 고시생머리 답답했는데,1
항상 국민 대신해 사이다발언해주시네요,1
거짓말 잘하는 문틀러 같은 사람이 대통령 자리를 차지하는 이유를 곰곰히 생각해봐야 함~~ 중공이 선거에 개입한 이유도 있겠지만 국민들이 정치인에 너무 잘 속는 것 같다.,1
말로만 분통 터뜨리지 말고 직접 나서서 문재인을 끄집어내릴 수 있도록 해봐라. 대한민국은 확실한 카리스마를 가진 청렴결백의 지도자가 필요한 시국이다.,1
��야당다운야당 ㆍ4차산업IT경제 살려낼 인물 ㆍ벤처창업 ㆍ실물경제 경험해본 1500억기부 ♡안철수가 정답이다 <왓튼스쿨경제학 전공,1
적군이든 아군이든 물에 빠진 사람을 총으로 쏴 죽이는 것들이 과연 올바른 나라인가? 그런 나라같지 않은 것들과 평화협정 운운하는 것이 과연 대한민국을 위하는 일인가???,1
확실히 안철수가 달라졌다. 적어도 이 정도의 술수는 아니었는데.....! 정말 문대통령이 북한을 먼져 생각한다 믿는냐??? 이 대목에서 안철수는 태극기 부대와 어머니부대를 지지한다고 봐야겠군. 점점 그들과 같은생각들이 늘어나고 있다.!! 누굴위해? 뭘 위해? 양심없는 자들의 특징은 끊임없이 체계를 세우고 루틴을 만드는것.!! 어느 철학자가 말한다. 무엇을 감추려드는 비양심적 언어도발 !! 멈처라. 그리고 살아남아라.!,1
다음사이트 베댓1~3위는 어떤 기사가 나오던 현정부 옹호를 항상 하는 조작집단이 있어요. 그에 반해 네이버는 정확하게 민심 댓글처리를 하고요. 그러하다보니 현정부에서 네이버를 압박할거에요.,1
"요즘 멘트 좋아, 가즈아 화이팅 안철수...~~~~",0
도쿄올림픽 마라톤 출전하려면 훈련 열심히 해야할듯.,1
그건 안철수니생각이고 우리국민안전하게하기위해 종전선언추진하는거 깨시민은 다안다 2년전 북한미국전쟁날뻔한거 살려준은공도 모르고 까대는 흉노들,1
그러게 그때니가 미친헛소리만안했음 좋았잔냐 왜 대통령자리 문씨한태 내줬냐 분통터진다,1
안철수대표님!!! 매사 불평불만에 논리도 부족한 비판을 쏟아내니 국민들은 짜증스럽게 생각합니다.정말 실망입니다. 거시적인 안목으로 처신하세요,1
사회주의 신봉자들 집합소 아닌가,0
"다양한 학문을 전공하고 섭렵한 탁뤌한 식견있는 안철수 불사조를 선택해야, 꺼져가는 경제에 불을 끝까지 붙일 수 있다.",1
옳은말하네 철수씨,1
차기대권은 안철수다.국회와 청와대에 있는 바이러스종자들을 걷어내주길!!!!,1
남이사 뮐하든 할일을하세요~3프로가지고는 아무깃도못하니~남욕해봐야 본인 지지율 안올라감니다~그러니 국민을위한일을 하세요,1
철수야 그냥 입닫고 있어라 명박근혜정권에거는 북한에 휘둘리고 어더맞기만했지 무슨대처를했나 그래도 문정부는 대북 전문가가 많아 대처를 잘하는거다 국힘당은 탈북자 태용호 진씨뿐이자나,1
바로 여기서..... 안철수가 대인배가 아니라 그냥 찌질이엿다는게 들통나네.... 에휴... 본심은 겨우 찌질이소인배 밖에 안 되는거였어??? ㅉ ㅉ,1
안철수 대체 너는 누구냐.....말을 하려면 공정성을 놓고 판단하고 진정성있는 말을 해야지 앞뒤 거두절미 하고 원론적으로 부정적인 말만 하냐.....차라리 원칙과 사실여부와 근거해서 구체적으로 말을 해주길 바란다.....나도 한때는 너를 지지자니지만 지금은 너에게 정말 실망스럽고 정의도 진실도 없는 형편없는 넘이라고 생각한다,1
ㅎ ㅎ ㅎ ㅎ평소에 젊잔은 안철수가 분통이 터질 정도면 유권자인 대한민국의 국민은 홧병 난다 ! !,1
아무리 그래도 문통이 국민보다 북한 먼저일까? 그래서 철수가 지도감이 아닌 것이다!,1
안철수가 한말에는 까지도 못하는 대깨문들이 수준떨어지게 암말이나 밭어내내. 하긴 지난 대선때부터 얘네들 수준떨어진거 알잖아. 북한 2000만평 공장짓겠다는 문재인 뽑았으니. 근데 왜 공약 실천 안하능겨? ㅎㅎㅎㅎㅎ,1
"진정 국민을 섬기고 싶다면 ""힘"" 당으로 입당. 국민을 위해 뭔가를 보여주세여.",1
文辯이 이나라 대표로 인정한건 문파 만이다. 일반국민은 인정 못한다..,1
구구절절 대공감!!!,0
응답하라 문죄인2020사건들 침묵으로버티는데 한계에도달한듯ᆢ,1
지금 정권보면 숨도 안쉬어진다.,1
북한이 먼저가 아니고 김정은이 먼저겠지 김정은 종놈 문벌구,1
차기 대통령 안철수 화이팅 경제 살려다오.,1
잊을만 하면 나와서 존재감 선보이는 촤알스~왜 또 간좀 보실려구 나오셨나?,1
그무리들은 정른이 한테 노력영웅 극기훈장1호 2호 3호등을 받을것이니까 엄청 기를 쓰면서 하는짓거리 들 언제 죗값을 치루나,1
"안철수 의원은 갈수록 사람이 변질되어가는건가, 아니면 원래부터 사리분별을 못했던건가. 좀 실망이네. 가뜩이나 국민의짐당 같은 멍청한 것들 때문에 국민들이 호도당하는 마당에 거기에 부채질을 하면 어쩌자는건가.",1
철수야! 바보냐? 국민을 생각해서 북한에게 그렇게 참으며 대응하는 거 모르겠냐?,0
철수는 보면 참... 짠해. 마라톤은 열심히 뛰고 있는겨? 똥이나 제때 싸면서 뛰어.,1
달님 바라기들이 나라를 망치지요..,0
안철수는 늘 부정적으로만 이야기하는데 뭔가 확실한 정책도 없고 야당도 아닌것 같은데 왜 사사건건 트집인지 모르겠네.. 정체성이 없는이 안철수/./// 제발 정치 그만하고 안랩에 열중하시면 좋은듯한데....,1
세월호사건으로 촛불집회를 열어서 정권창출하더니 지금은 코르나19때문에 집회도 제대로 못한다.촛불집회를 이제는 비대면으로 집에서 해야한다.그걸 동영상으로 올려서 북한의 만행과정부의 무성의한 태도를 촛불비대면 집회를 가정마다 해야한다.그것까지 정부에서 반대할수는 없지않나?,1
"왜이리 개소리가 많아?? 싶었는데,,, 대깨문 화력 40대 댓글이 환상이네... 잘못한건 잘못했다고 말을 할 수는 없나???? 자기가 지지하는 당에는 한없이 너그럽네... 자기가 지지하는 당일수록 더 엄격한 잣대로 봐야하는거 아닌가??!",1
문통 뿌리가 어디? 이북... 586 브루조아 운동권 애들 퐌타지는 김일성 ㅅ령동지 ... 저들이 하고 싶은거? 부칸이 중심인 통일.. 나라를 저것들손에서 지켜야~~,1
"그렇게 엉터리 인물인 박원순, 문재인에게 왜 양보했냐~ 그것부터 해명해라",1
헛소리 작작하고 미국이나 가라,0
김종인의 안철수는 대통령감 못된다는 판단이 맞는 것 같아 점점 좌절되네...왤캐 찌질한 짓만 골라하지? 좀 크게 보고 대인배 다운 기상을 보여주면 좋잖아...-.-;,1
